cutoff_date,commodity_no,commodity_name,total_amount_1d,total_qty_1d
2023-05-31,WB2300067299,【ＣＯＡＣＨ】時尚經典女性淡香精３０ｍｌ【國際航空版】,8638,23
2023-06-08,WB2200003038,【Ｐｉｃａｒｄ】ＰＵＲＥ香草冰淇淋【３８０ｇｘ１】,0,0
2023-06-14,WB2200019878,【ＦＭＣ】洛神酸梅湯【５２０ｍｌ＊２４】,2212,31
2023-05-21,WB2200013315,【雙月食品社】雙月愛恨蔥蔥麵【２２０公克】,9868,1184
2023-06-01,WB2300067960,【海洋拉娜】經典乳霜【30mlx2（國際航空版）】,0,0
2023-06-02,WB2200012641,【美式賣場】科克蘭三層抽取衛生紙(１２０張ｘ２４入),51367,106
2023-06-15,WB2300068833,【金家ㄟ】韓式蔬菜煎餅(690g/份 （一份含有3片、3包煎餅沾醬)),1512,31
2023-05-30,WB2200018480,【冷凍店取－哈根達斯】迪士尼禮袋組米妮迷你杯十一入【７５ｍｌ＊８＋１００ｍｌ＊３】,0,0
2023-06-06,WB2300070032,【冷凍店取—言久嵢】醇波士頓派—原味【145gx1】,10025,134
2023-06-02,WB2200008462,【初鹿牧場】鮮奶饅頭(６０ｇ＊９入／包),2770,156
2023-06-10,WB2300067324,【雅蒙蒂】ＨｅｌｌｏＫｉｔｔｙ造型餅乾【紫花園款（奶酥風味）７２ｇ／盒】,3881,88
2023-06-11,WB2300069499,【ＥＺＣＨＥＦ】古早味蘿蔔糕【1000gx1】,8007,575
2023-06-17,WB2300070509,【安耐曬】金鑽高效防曬露Ｎ（４Ｘ版）(12mlx1),0,0
2023-06-11,WB2200014208,【生活】運動飲料【４００ｍｌ＊２４】,0,0
2023-06-04,WB2200010067,【大成】黑胡椒排骨【１１０ｇ】,0,0
2023-05-20,WB2200015524,【冷凍店取－大成食品】大成根島生態蝦【４００ｇ／１２尾／盒】,23821,48
2023-05-29,WB2200007519,【大成食品】中一排骨(１３５ｇ／包),59602,2179
2023-06-28,WB2200005373,【四海遊龍】高麗菜豬肉（３０顆）【７３５ｇ／約３０顆】,6739,80
2023-06-03,WB2300069012,【冷凍店取-歐酷】玉米冰淇淋—榴槤口味(85gx10入/袋),2389,13
2023-06-05,WB2200011418,【金蜜蜂】冬瓜露【３８０ＭＬ＊２４瓶】,0,0
2023-06-14,WB2300069208,【冷凍店取亞伯丁安格斯】翼板牛排【120g±10%/包】,6688,298
2023-05-28,WB2200011955,【ＭａｇＭａｇ】泰國頭等艙梅子(１８６公克),9500,94
2023-06-15,WB2200020382,【得意的一天】香草羅宋牛腱燉湯【８００ｇ／袋】,2713,54
2023-06-10,WB2300067963,【雅詩蘭黛】微分子肌底原生露【200mlx2（公司貨）】,30641,52
2023-06-04,WB2300067861,【百慕達】奶茶色蒸氣烤麵包機【1個x1】,0,0
2023-05-23,WB2200000254,WB2200000254,3444,28
2023-06-02,WB2200004133,【生活】冰奶茶法式香草奶茶【590ml*24入/箱】,0,0
2023-06-10,WB2300068455,【冷凍店取—樂廚】天使雞腿排（４入）【400g土10%/包】,0,0
2023-06-13,WB2200013314,【雙月食品社】雙月愛恨椒芝麵【２１８公克】,1004,52
2023-06-27,WB2200007619,【勝崎生鮮】澳洲卡拉拉金牌和牛Ｍ９霜降牛排(２００±１０％公克),3324,30
2023-06-07,WB2300071161,【大成】麻辣鴨翅【500gx1】,10563,51
2023-05-23,WB2300067952,【蘭蔻】超未來肌因賦活露【100mlx1（國際航空版）】,0,0
2023-05-26,WB2300064429,【冷凍店取－阿華田】脆酷芋奶雪糕４支／盒【７５ｇ＊４支／盒】,4691,119
2023-05-24,WB2200007240,【料里長】生鮮全腿去骨嫩腿排【１９０±１０ｇ／包】,7345,83
2023-06-10,WB2200007572,【鮮乳坊】蘑菇蛤蠣奶香白醬【３３０ｇ／包】,5072,206
2023-06-03,WB2300064962,【冷凍店取－歐酷】玉米冰淇淋－芋頭口味【８５ｇ＊１０入／袋】,11421,172
2023-06-11,WB2300067958,【契爾氏】金盞花植物精華化妝水【500mlx2（國際航空版）】,94213,108
2023-05-29,WB2300061006,【蒸新鮮】蒸花生【１００ｇ＊１】,0,0
2023-05-22,WB2200007405,【勝崎生鮮】澳洲安格斯黑牛藍鑽雪花牛排(１００±１０％公克),7549,198
2023-06-23,WB2200012274,【Ａｌｌｅｙｃａｔ’ｓ】乾杯燒肉披薩【１８０Ｇ】,0,0
2023-06-08,WB2300067838,【呷七碗】頂級南部粽(210±9公克(外袋：1260公克±1.5%)),8081,26
2023-06-01,WB2200017462,【波蜜】一日蔬果１００％葡萄蔬果汁【１６０ｍｌ＊２４瓶】,1176,16
2023-06-05,WB2200004809,【蔥阿伯】餃實在手工水餃（青蔥豬肉）(18gｘ約40顆/包),16562,392
2023-06-08,WB2300064964,【冷凍店取－歐酷】玉米冰淇淋－巧克力口味【８５ｇ＊１０入／袋】,9134,82
2023-06-19,WB2300069766,【ＰＯＰＯＬＡ】職人手作鹽之花（原味）【每包45±5公克】,0,0
2023-06-06,WB2200006727,【陳耀訓麵包埠】厚燒乳酪奶酥【３６０ｇ／３片／盒】,8759,381
2023-06-05,WB2200017429,【波蜜】漢宮冬瓜茶【２５０ｍｌ＊２４】,0,0
2023-06-04,WB2200005467,【滿面香】戀煉銀絲卷【320g】,5578,183
2023-06-09,WB2300068776,【蠟筆小新】防蚊液【100ML】,8942,67
2023-05-31,WB2300068814,【ＳＫＩＩ】肌活能量活膚霜【80gx1】,0,0
2023-06-08,WB2200003057,【Ｐｉｃａｒｄ】香杏鮭魚排燉飯【３５０ｇｘ１】,8635,212
2023-06-14,WB2300061726,【舊振南】舊振南綠豆包【６５ｇ＊６入／包】,14744,631
2023-05-21,WB2200020335,【Ｊｅｌｌｙ．Ｂ】青葡萄味低卡蒟蒻果凍【１５０ｇ＊１０】,0,0
2023-06-01,WB2300067961,【契爾氏】激光極淨白淡斑精華【115mlx1（國際航空版）】,0,0
2023-06-02,WB2200014357,【雅詩蘭黛】特潤超導全方位修護露(７ＭＬＸ４入),15061,16
2023-06-16,WB2300060456,【資生堂】安耐曬金鑽高效防曬露Ｎ４Ｘ版(ＳＰＦ５０＋ＰＡ＋＋＋＋（６０ｍｌ）Ｘ２),9278,22
2023-05-30,WB2300063920,【牛家村牛師父】南棗核桃糕【２００ｇ】,0,0
2023-06-07,WB2200007239,【大成食品】檀島豬扒【９５ｇ／包】,17149,1096
2023-06-02,WB2200009555,【明果】黃金榴槤冰棒(６５ｇ＊３０支／箱),64483,261
2023-06-10,WB2300067837,【呷七碗】頂級北部粽【210±9公克(外袋：1260公克±1.5%)】,5871,43
2023-06-12,WB2200016883,【冷凍店取－義美】貓熊雪糕５支入／盒(６０ｇ＊５支／盒),9126,282
2023-06-17,WB2300071620,【ＳＫ—ＩＩ】亮采化妝水旅行組【30mlx5(國際航空版)】,0,0
2023-06-11,WB2300069767,【ＰＯＰＯＬＡ】職人手作鹽之花（法芙娜）【55gx1】,0,0
2023-06-04,WB2200019101,【永豐餘生技】黃金干貝蘿蔔糕(６００ｇ／包（６片）),23428,195
2023-05-20,WB2200017692,【ｃｏｃｏｄｏｒ】棕熊系列－蝴蝶款－花草市集(２００ｍｌ),4501,30
2023-05-29,WB2300069184,【限量優惠－Ｐｏｃｋｙ】粒粒招財兔禮盒【１８６．６ｇｘ１】,0,0
2023-06-28,WB2300070780,【Ｓａｍｓｕｎｇ三星】Ａ５４８＋２５６Ｇ【青檸玻玻】,108303,8
2023-06-03,WB2300069181,【限量優惠－北海道戀人】北海道戀人禮盒【480gx1】,0,0
2023-06-05,WB2300071271,【愛馬仕】橘綠之泉香氛洗髮露【40mlx3(國際航空版)】,24644,202
2023-06-15,WB2200016665,【冷凍店取－麥味登】麥味登蘿蔔糕(１ｋｇ／包),1505,51
2023-05-28,WB2200019299,【冷凍店取－青花驕】牽腸掛肚滷味拼盤【２１０ｇ】,0,0
2023-06-15,WB2300070441,【法國特福】鈦樂３０ＣＭ平底鍋＋鍋蓋(鈦樂系列30CM不沾平底鍋+蓋(法國製)SE-E4400785+SE-FP0000035),6305,10
2023-06-10,WB2300068676,【資生堂】紅妍超導循環肌活露【10mlx5 (公司貨)】,0,0
2023-06-04,WB2300068691,【ｃｏａｃｈ】卡其棕圓標撞色直紋拼接手提斜背水桶包(個),0,0
2023-05-23,WB2200005992,【憋氣檸檬】憋氣冰角－原味檸檬【２８ｇ＊１０顆】,3000,152
2023-06-02,WB2200019890,【Ｐｉｃａｒｄ】檸檬覆盆莓甜筒（６入）【４９５ｇ】,0,0
2023-06-11,WB2300066791,【冷凍店取－杜老爺】高級巧克力冰淇淋６支－袋裝(７４ｇ＊６支／袋),923,28
2023-06-13,WB2300067166,【冷凍店取－永豐餘生技】澎湃粽香禮盒【山海樓聯名－山海珍寶粽１９０ｇ×２入／包、湖州粽１８０ｇ×２入／包、培仁蔬食－桂花白豆沙粽１１０ｇ×２入／包】,1673,10
2023-06-27,WB2300071269,【愛馬仕】橘綠之泉香氛身體乳【40mlx3(國際航空版)】,0,0
2023-06-08,WB2200014359,【雅詩蘭黛】微分子肌底原生露【３０ＭＬＸ３入】,6063,64
2023-05-23,WB2300068601,【星野製菓】莓果起司大福（便利包）【90gx1】,3032,97
2023-05-26,WB2300064965,【冷凍店取－歐酷】玉米冰淇淋－香草口味【８５ｇ＊１０入／袋】,7051,144
2023-05-24,WB2200011230,【黛絲蒂】泰式辣炒豬肉調理包【１８０ｇ／包】,102,8
2023-06-10,WB2300067950,【ＳＫ—ＩＩ】青春露【330mlx1（公司貨）】,103908,131
2023-06-03,WB2300065929,【限量優惠－７７】皇家春禧綜合禮盒【６１１．４ｇ】,0,0
2023-06-11,WB2300071270,【愛馬仕】橘綠之泉香氛泡沫沐浴露【40mlx3(國際航空版)】,0,0
2023-05-30,WB2200014404,【ＨＭＣ】箱購海洋深層氣泡飲海鹽檸檬風味【５００ｍｌ／２４入／箱】,9226,63
2023-05-23,WB2200007405,【勝崎生鮮】澳洲安格斯黑牛藍鑽雪花牛排(１００±１０％公克),3170,349
2023-06-23,WB2200019792,【冷凍店取－王品嚴選】王品嚴選精燉紅燒牛肉麵【６２０公克（麵體２００公克、肉料包４２０公克（固形量１２０公克））】,18394,464
2023-06-08,WB2300070537,【冷凍店取－阿奇儂】鹹蛋黃珍珠雪糕４支／盒【80gx4】,17485,850
2023-06-01,WB2300068675,【蘭蔻】超極光活粹晶露【10mlx3 (公司貨)】,0,0
2023-06-05,WB2200010510,【冷凍店取－大成食品】黑金奶黃流沙包【３３０ｇ／１０入／盒】,5411,49
2023-06-09,WB2300064964,【冷凍店取－歐酷】玉米冰淇淋－巧克力口味【８５ｇ＊１０入／袋】,866,20
2023-06-20,WB2200005375,【四海遊龍】韓式辣味豬肉（３０顆）【７３５ｇ／約３０顆】,11186,125
2023-06-06,WB2200014405,【ＨＭＣ】箱購海洋深層氣泡飲水蜜桃風味【５００ｍｌ／２４入／箱】,6169,26
2023-06-05,WB2300000860,【陳耀訓麵包埠】厚燒乳酪花生【３３０ｇ／３片／盒】,0,0
2023-06-04,WB2300064432,【冷凍店取－義美】脆皮巧克力冰淇淋１０入／盒【２５ｇ＊１０入／盒】,6671,121
2023-06-09,WB2300069179,【私品茶】ｍｉｎｉｃｕｐ盛夏款(茉莉茶粉)【3g*8顆*盒】,40824,682
2023-06-01,WB2200013170,【ＣｏｃｏＫｉｎｇ】１００％椰子水(３１０ｍｌ＊２４罐),7149,63
2023-06-08,WB2300000583,【冷凍店取－王品嚴選】王品嚴選蔥燒牛肉水餃【５６０ｇ】,18103,317
2023-06-14,WB2300064966,【冷凍店取－優果園】馬來西亞金榜榴槤雪糕【７０ｇ＊４支／盒】,14481,410
2023-05-21,WB2300067665,【理膚寶水】全護清透亮顏防曬隔離乳【50mlx1(UVA PRO 瑰蜜霜.公司貨)】,1690,6
2023-06-01,WB2300068690,【ｃｏａｃｈ】防刮ＰＶＣ緹花滾邊五卡男短夾(個),22086,46
2023-06-02,WB2200014358,【雅詩蘭黛】年輕無敵膠原霜【１５ＭＬＸ２入】,37093,260
2023-06-16,WB2300068833,【金家ㄟ】韓式蔬菜煎餅(690g/份 （一份含有3片、3包煎餅沾醬)),5838,13
2023-05-30,WB2300068496,【嘉義福源】大小通吃招牌粽禮盒８粒【1040公克/盒】,3947,62
2023-06-07,WB2300063702,【冷凍店取－勝崎生鮮】超值安格斯黑牛ＮＧ牛排【２５０±１０％公克／１包】,6364,39
2023-06-02,WB2300067959,【倩碧】水磁場１００Ｈ活水循環保濕凝膠【200mlx2（國際航空版）】,9246,5
2023-06-11,WB2200003333,【新市農會】芋香茶豆(３００ｇ／包),2875,306
2023-06-12,WB2300068955,【冷凍店取—樂廚】醉雞捲【420g土10%/包(固形物380g土10%/包)】,0,0
2023-06-17,WB2300071622,【ＳＫ—ＩＩ】全效活膚潔面乳旅行組【20gx5(國際航空版)】,0,0
2023-06-12,WB2200003024,【Ｐｉｃａｒｄ】青醬鮮蝦干貝蝴蝶麵【３５０ｇｘ１】,5053,101
2023-06-04,WB2300068470,【輝葉】ＷＵＬＡ超有力小沙發(HY-3068A嬰兒藍贈HYD直立式蒸氣掛燙機D-76),0,0
2023-05-20,WB2200019109,【全家Ｘ長榮空廚】鴻運當頭紹興醉蝦【４４１ｇ／盒（固形物：２２６ｇ）】,0,0
2023-05-30,WB2200003031,【Ｐｉｃａｒｄ】酥炸魷魚圈【２００ｇｘ１】,4099,12
2023-06-28,WB2300070782,【Ｓａｍｓｕｎｇ三星】Ａ５４８＋２５６Ｇ【白芋玻玻】,32937,15
2023-06-04,WB2200004107,【泰山】環保水【600ml*24入/箱】,12784,228
2023-06-06,WB2200002943,【Ｐｉｃａｒｄ】檸檬起司蛋糕（單片）【８５ｇｘ１】,2873,461
2023-06-15,WB2300068826,【蘭蔻】超未來肌因賦活露（國際航空版）【100mlx2】,0,0
2023-05-28,WB2200019885,【Ｐｉｃａｒｄ】經典檸檬塔（２入）【１３０ｇ】,0,0
2023-06-15,WB2300070518,【ＣＯＡＣＨ】逐夢淡香精【40ml】,8977,11
2023-06-11,WB2300067963,【雅詩蘭黛】微分子肌底原生露【200mlx2（公司貨）】,71788,43
2023-06-04,WB2300070508,【安耐曬】美光燈潤色防曬凝膠Ｎ(15gx1),4048,105
2023-05-23,WB2200008934,【波賽頓】冷凍日本播磨灘牡蠣（去殼）(１３０公克),1363,19
2023-06-02,WB2200020427,【ＨＩＫＡＲＩ】春摘草莓果實煉乳冰【１２２．５ｇ／盒】,1708,19
2023-06-11,WB2300067951,【嬌蘭】皇家蜂王乳平衡油３Ｇ【50mlx1（國際航空版）】,49404,44
2023-06-13,WB2300068958,【冷藏店取－福記食品】牛肉綜合滷味【280g/包】,0,0
2023-06-27,WB2300073262,【佳麗寶ＡＬＬＩＥ】持采ＵＶ高效防曬水凝乳ｍｉｎｉ【40gx1(公司貨)】,3163,15
2023-06-08,WB2200019484,【ＳＯＬＯＮＥ】訂製４色頰彩盤(頰彩２．５ｇｘ４入＋刷具１支),13177,75
2023-05-24,WB2200003532,【大成食品】黃金脆皮雞腿排【２１０ｇ】,48964,2479
2023-05-27,WB2200013980,【惜惜】惜惜康普茶青梅氣泡【４２０ｍｌ＊２４／瓶】,0,0
2023-05-24,WB2200018380,【屯京】蝦味噌拉麵【６２２ｇ／包】,0,0
2023-06-10,WB2300070523,【ＥＬＩＸＩＲ怡麗絲爾】彈潤多效美肌乳ＳＰ＋(35mlx1),0,0
2023-06-03,WB2300069202,【Ｗｏｏｙａｎｇ　】江原道雪蟹蟹膏【80gx1】,10012,76
2023-06-12,WB2200018603,【洗顏專科】超微米潔顏乳ｎ【１２０Ｇ】,2665,74
2023-05-30,WB2200014418,【Ｐｉｃａｒｄ】迷你香草巧克力脆皮甜筒【１７５ｇ　ｘ１】,0,0
2023-05-23,WB2300063842,【美式賣場】卡迪那豌豆脆片原味【８００Ｇ】,13984,56
2023-06-23,WB2300071623,【ＳＫ—ＩＩ】肌活能量活膚霜旅行組【15gx3(國際航空版)】,0,0
2023-06-09,WB2200011125,【ＶＩＴＡＨＹＤＲＯ】箱購火烤純椰子水３５０ｍｌ(３５０ｍｌ＊２４罐／箱),3276,21
2023-06-02,WB2200007661,【嘉義劉里長】醬滷筍絲料理包【１包／份】,7776,1446
2023-06-05,WB2200014614,【ＳＡＮＧＡＲＩＡ】彈珠汽水【５００ｍｌ／瓶】,7818,1025
2023-06-10,WB2300064964,【冷凍店取－歐酷】玉米冰淇淋－巧克力口味【８５ｇ＊１０入／袋】,5510,47
2023-06-20,WB2300069766,【ＰＯＰＯＬＡ】職人手作鹽之花（原味）【每包45±5公克】,0,0
2023-06-06,WB2300068952,【好丘】好丘爆款貝果六入組【670gx6】,5217,14
2023-06-05,WB2300068602,【星野製菓】布丁銅鑼燒—紅漾草莓【75gx1】,0,0
2023-06-04,WB2300067953,【資生堂】百優精純乳霜【50mlx1（公司貨）】,0,0
2023-06-10,WB2300067860,【百慕達】黑色蒸氣烤麵包機【1個x1】,0,0
2023-06-01,WB2300068683,【Ｋａｔｅ　Ｓｐａｄｅ】荔枝紋三層手提／斜背兩用包【個】,15979,5
2023-06-09,WB2200003038,【Ｐｉｃａｒｄ】ＰＵＲＥ香草冰淇淋【３８０ｇｘ１】,0,0
2023-06-14,WB2300069010,【冷凍店取—金榮】榴槤千層盒子【320g/盒】,16618,53
2023-05-22,WB2200002952,【Ｐｉｃａｒｄ】圓薯餅（１８入）【６００ｇｘ１】,389,19
2023-06-02,WB2200004447,【總舖獅】蠔油粉絲煲(225克/包),10849,1445
2023-06-02,WB2300070503,【佳麗寶】ｓｕｉｓａｉ淨透酵素粉Ｎ【0.4g (32顆) x1 （櫻花蜜桃香.公司貨）】,0,0
2023-06-17,WB2300068610,【石二鍋】石二鍋超人氣滷肉燥【200g】,11335,115
2023-05-31,WB2200007744,【石光】日式冷凍炸蝦（單色麵衣）【４００ｇ（１０隻）】,0,0
2023-06-07,WB2300070032,【冷凍店取—言久嵢】醇波士頓派—原味【145gx1】,11205,328
2023-06-02,WB2300070501,【佳麗寶】ｓｕｉｓａｉ黑炭泥淨透酵素粉【0.4g (32顆) x1 （公司貨）】,0,0
2023-06-11,WB2300067324,【雅蒙蒂】ＨｅｌｌｏＫｉｔｔｙ造型餅乾【紫花園款（奶酥風味）７２ｇ／盒】,4920,141
2023-06-12,WB2300069499,【ＥＺＣＨＥＦ】古早味蘿蔔糕【1000gx1】,0,0
2023-06-18,WB2200019793,【冷凍店取－王品嚴選】王品嚴選精燉番茄牛肉麵【５８０公克（麵體２００公克、肉料包３８０公克（固形量８０公克））】,9810,209
2023-06-12,WB2200014208,【生活】運動飲料【４００ｍｌ＊２４】,0,0
2023-06-04,WB2300068608,【大成食品】大成經典雞塊（重組）－原味【600g】,12755,435
2023-05-20,WB2300062548,【１１：４５】韓式牛蒡豆皮飯捲【２２０Ｇ】,0,0
2023-05-30,WB2200005482,【披薩市】義大利海鮮口味（葷）(90g±4.5%),2461,485
2023-06-28,WB2300073263,【佳麗寶ＡＬＬＩＥ】持采亮化ＵＶ防曬水凝乳【60gx1(裸肌香檸茶香.公司貨)】,0,0
2023-06-04,WB2200017893,【黑面蔡】楊桃汁【５８０ｍｌ／２４入／箱】,7159,33
2023-06-06,WB2200004759,【蔥阿伯】波霸蔥肉餡餅(75g*10顆/包),13157,114
2023-06-15,WB2300069208,【冷凍店取亞伯丁安格斯】翼板牛排【120g±10%/包】,7889,296
2023-05-28,WB2300067954,【雅詩蘭黛】特潤超導全方位修護露【100mlx2（國際航空版）】,0,0
2023-06-16,WB2200020382,【得意的一天】香草羅宋牛腱燉湯【８００ｇ／袋】,0,0
2023-06-11,WB2300068676,【資生堂】紅妍超導循環肌活露【10mlx5 (公司貨)】,0,0
2023-06-05,WB2300067861,【百慕達】奶茶色蒸氣烤麵包機【1個x1】,0,0
2023-05-23,WB2200014207,【生活】日月潭紅茶(５９０ｍ＊２４),0,0
2023-06-02,WB2300070753,【ｃｏａｃｈ】酒紅圓標撞色直紋手提斜背水桶包(個),11448,10
2023-06-11,WB2300067955,【ＩＰＳＡ】流金水【200mlx1（國際航空版）】,47497,251
2023-06-14,WB2200009850,【黛絲蒂】美式卡真醬雞肉捲【１５０ｇ／包】,0,0
2023-06-28,WB2200003045,【Ｐｉｃａｒｄ】草莓西瓜雪酪冰棒【２７５ｇｘ１】,0,0
2023-06-08,WB2200019485,【ＳＯＬＯＮＥ】榛果訂製刷具５入組(刷具５支＋刷具收納包＋洗刷噴霧１５ｍｌｘ１入),28274,96
2023-05-24,WB2200007420,【枝仔冰城】古早生酸仔－芒果青(５００ｇ／罐),8034,52
2023-05-27,WB2300063435,【冷凍店取－山海樓聯名】山海樓聯名－佛跳牆【２６００公克／包（固形量１０００公克）】,7464,4
2023-05-24,WB2200018624,【ＳＡＫＩｍｏｔｏ】嵜本法國法芙娜巧克力雪茄捲【１００ｇ／盒】,47346,595
2023-06-10,WB2300071625,【ＡＨＣ】全能防護亮白三效防曬棒【14gx2(公司貨)】,36501,77
2023-06-04,WB2200017678,【美式賣場】紅龍雞塊【６００ｇ】,4427,118
2023-06-12,WB2300061419,【可口可樂】ｚｅｒｏ魂境可樂隨型罐【３３０ｍｌ＊２４】,6484,138
2023-05-30,WB2300061006,【蒸新鮮】蒸花生【１００ｇ＊１】,599,186
2023-05-24,WB2200007405,【勝崎生鮮】澳洲安格斯黑牛藍鑽雪花牛排(１００±１０％公克),5032,122
2023-06-24,WB2200019792,【冷凍店取－王品嚴選】王品嚴選精燉紅燒牛肉麵【６２０公克（麵體２００公克、肉料包４２０公克（固形量１２０公克））】,12862,131
2023-06-09,WB2200015645,【艾瑪絲】強健豐盈兩步驟養髮組【送角質淨化液９０ｍｌ＊２入】,2201,6
2023-06-02,WB2200010035,【冷凍店取－瓜瓜園】冰烤地瓜１ｋｇ（包）(１ｋｇ／包),786,9
2023-06-06,WB2200004809,【蔥阿伯】餃實在手工水餃（青蔥豬肉）(18gｘ約40顆/包),3514,52
2023-06-11,WB2300064964,【冷凍店取－歐酷】玉米冰淇淋－巧克力口味【８５ｇ＊１０入／袋】,2147,29
2023-06-21,WB2200005375,【四海遊龍】韓式辣味豬肉（３０顆）【７３５ｇ／約３０顆】,13040,148
2023-06-07,WB2200006645,【美國威德】金盞花葉黃素飲【５０ｍｌ＊１０瓶／盒】,21582,56
2023-06-06,WB2200003051,【Ｐｉｃａｒｄ】櫻桃番茄義大利馬鈴薯麵疙瘩【９００ｇｘ１】,17132,185
2023-06-05,WB2200005467,【滿面香】戀煉銀絲卷【320g】,6459,119
2023-06-10,WB2300068415,【ＷＯＫＹ　Ｘ　三麗鷗】手提激凍輕芯鈦瓷易潔層保溫杯【750ml-花園嬉遊】,2778,2
2023-06-01,WB2300068814,【ＳＫＩＩ】肌活能量活膚霜【80gx1】,0,0
2023-06-09,WB2200003057,【Ｐｉｃａｒｄ】香杏鮭魚排燉飯【３５０ｇｘ１】,11700,221
2023-06-15,WB2200019878,【ＦＭＣ】洛神酸梅湯【５２０ｍｌ＊２４】,868,8
2023-05-22,WB2200008379,【ＪＯＪＯＧＯ】黑武士三合一電蚊拍(一入),23230,160
2023-06-02,WB2300067960,【海洋拉娜】經典乳霜【30mlx2（國際航空版）】,0,0
2023-06-03,WB2200007736,【賀鮮生】１００％金桔檸檬原汁冰磚(２０ｍｌ＊１５包／袋),5458,228
2023-06-17,WB2300068833,【金家ㄟ】韓式蔬菜煎餅(690g/份 （一份含有3片、3包煎餅沾醬)),3411,28
2023-05-31,WB2200013040,【肉肉堂】炭烤魚板【２００Ｇ】,0,0
2023-06-08,WB2200007239,【大成食品】檀島豬扒【９５ｇ／包】,9441,186
2023-06-03,WB2200004770,【蔥阿伯】餃實在鮮肉燒餃子(25g*30粒/包),10289,161
2023-06-11,WB2300067837,【呷七碗】頂級北部粽【210±9公克(外袋：1260公克±1.5%)】,17801,118
2023-06-13,WB2200016883,【冷凍店取－義美】貓熊雪糕５支入／盒(６０ｇ＊５支／盒),6666,225
2023-06-18,WB2300065490,【冷凍店取－西螺鎮農會】雪蓮子黃金粽【９００公克（６入）／包±１５公克】,4034,15
2023-06-12,WB2200019188,【神虎】雙虎拉麵【５２５／包】,4730,71
2023-06-04,WB2300069502,【雙月】雙月肉粽【150g±4.5%*6粒】,6250,36
2023-05-20,WB2300063471,【限量優惠－７７】７７新貴派春天禮盒【５１２ｇ／盒】,7365,81
2023-05-30,WB2200007519,【大成食品】中一排骨(１３５ｇ／包),34662,1689
2023-06-28,WB2300073270,【雅詩蘭黛】特潤超導全方位修護露(100mlx1(國際航空版)),41927,44
2023-06-04,WB2300062277,【永豐餘生技】泰式綠咖哩雞【１７０公克／入】,33847,486
2023-06-06,WB2200011418,【金蜜蜂】冬瓜露【３８０ＭＬ＊２４瓶】,0,0
2023-06-16,WB2300068826,【蘭蔻】超未來肌因賦活露（國際航空版）【100mlx2】,0,0
2023-05-28,WB2300069429,【冷凍店取—海揚鮮物】極品原味大蝦仁【300g±10%/包】,4912,87
2023-06-16,WB2300070518,【ＣＯＡＣＨ】逐夢淡香精【40ml】,11959,31
2023-06-12,WB2300067963,【雅詩蘭黛】微分子肌底原生露【200mlx2（公司貨）】,21046,35
2023-06-05,WB2300068691,【ｃｏａｃｈ】卡其棕圓標撞色直紋拼接手提斜背水桶包(個),0,0
2023-05-23,WB2200018375,【健司】健司纖三薯紫薯花生燒麻糬湯圓８入【１６０ｇ】,4053,367
2023-06-03,WB2200004133,【生活】冰奶茶法式香草奶茶【590ml*24入/箱】,0,0
2023-06-12,WB2300066791,【冷凍店取－杜老爺】高級巧克力冰淇淋６支－袋裝(７４ｇ＊６支／袋),8258,188
2023-06-14,WB2200013314,【雙月食品社】雙月愛恨椒芝麵【２１８公克】,2044,89
2023-06-28,WB2300071269,【愛馬仕】橘綠之泉香氛身體乳【40mlx3(國際航空版)】,0,0
2023-06-08,WB2300064676,【ＳＦ】北海道男爵可樂餅起司口味【６００ｇ（８入）】,10356,88
2023-05-24,WB2300000284,【銀座篝拉麵】松露雞白湯Ｓｏｂａ【５５２ｇ／包】,2662,114
2023-05-27,WB2300064429,【冷凍店取－阿華田】脆酷芋奶雪糕４支／盒【７５ｇ＊４支／盒】,572,49
2023-05-24,WB2300066575,【冷藏店取-minimore】法式千層蛋糕(７００ｇ／盒),0,0
2023-06-11,WB2200000767,【年方十八】酵母Ｂ群ｘ１０１蔬果酵素(【限時特殺價】一包/(30顆)),4040,113
2023-06-04,WB2300064431,【冷凍店取－義美】脆皮香草口味冰淇淋１０入／盒【２５ｇ＊１０入／盒】,1853,65
2023-06-12,WB2300067958,【契爾氏】金盞花植物精華化妝水【500mlx2（國際航空版）】,139400,74
2023-05-31,WB2200014404,【ＨＭＣ】箱購海洋深層氣泡飲海鹽檸檬風味【５００ｍｌ／２４入／箱】,7537,40
2023-05-25,WB2200007405,【勝崎生鮮】澳洲安格斯黑牛藍鑽雪花牛排(１００±１０％公克),7542,299
2023-06-24,WB2300071623,【ＳＫ—ＩＩ】肌活能量活膚霜旅行組【15gx3(國際航空版)】,0,0
2023-06-09,WB2300070537,【冷凍店取－阿奇儂】鹹蛋黃珍珠雪糕４支／盒【80gx4】,31036,872
2023-06-02,WB2200012061,【樹頂】箱購樹頂１００％純蘋果汁　【２００ｍｌ＊　２４入／箱】,0,0
2023-06-06,WB2200010510,【冷凍店取－大成食品】黑金奶黃流沙包【３３０ｇ／１０入／盒】,2597,30
2023-06-12,WB2300064964,【冷凍店取－歐酷】玉米冰淇淋－巧克力口味【８５ｇ＊１０入／袋】,3211,51
2023-06-21,WB2300069766,【ＰＯＰＯＬＡ】職人手作鹽之花（原味）【每包45±5公克】,0,0
